	B cell	CD14+ monocyte	CD16+ monocyte	CD4+ T cell	Cytotoxic T cell	Megakaryocyte	Natural killer cell
lta4h	31.506820809931625	-17.094868285422194	40.2059891869969	35.29059866099767	-24.13433926598872	-0.10898649734450369	-6.891757468010235
oxa1l	-23.473949987822515	9.960848521092885	12.68693602361641	-49.4615411146901	-1.4436083075455841	-0.11298732867507413	7.7328507686715735
ikzf3	105.65682714833383	-6.463682118830493	-0.6518051542658794	-30.052493801473148	-13.784204252286267	0.0850143336578342	13.073756503677167
zc3hav1	1.7374091983656141	-37.23064639359831	9.08960917211968	170.87584244736897	76.8600972626504	-0.3405356627644014	-27.503064323498034
celf2	-53.48573673206284	55.910747981375344	16.168491491831016	110.51053506989248	-9.578927867420088	-0.015478795186527148	-63.571596418632076
arhgap25	22.3515242128727	-1.307721203310225	-1.4543807424389916	-28.09163922716211	-21.0390924455059	0.0035333996803473627	8.576849044721119
srsf6	71.79023507091672	-51.2912033089983	-4.460848311990002	-43.43312835082869	-18.139463023857218	4.746909241230252	20.583273546374258
selplg	-1.264066728705009	-44.02459209078393	28.942567327419095	-19.769491049549632	76.80568601677545	-0.035519923698783776	-27.359097479985593
atp6ap2	-35.19063469000685	-3.089116376492387	11.559097195387707	-47.6456468782946	7.202406670660817	1.663380059009827	3.3713345902129097
csde1	-2.1711973265125977	51.94315904636792	7.447878751949513	146.82097029895777	-28.493457279601323	-0.5303745119106207	-38.87082740518018
lck	-17.255905194447106	-2.9726663681657577	-0.9051103972225369	121.96428837190346	187.46143959964394	-0.006056593849327281	17.90096236133806
ldhb	-90.20446666027038	43.68766251949045	-12.271544360215074	365.67908595890356	-37.234756879106186	0.04384335403330348	-1.1127694866029176
golga4	1.0676113486922407	-19.967291118782924	12.118830967070203	-40.77084532852036	-8.74189078022084	0.26897107915426277	2.754701758840092
jchain	194.77525929496372	-0.62906235957269	-0.060774426891213866	-1.2769617819392793	-0.5044549951640683	0.04310442381136612	0.008679195110085474
stat4	-3.6374176548080293	0.6224526343205676	-0.5119831287578768	60.30787901079614	7.276483668261266	-0.007086444300928682	7.886454899231003
dusp6	3.0771209584547363	143.89070739451873	-45.748022200141335	-0.1354120815038138	-2.3800651344317685	0.017799840309083895	-2.1590420082432273
bank1	927.1797751957093	-4.498609711831151	-0.16284522857952943	-6.98733544887279	-2.3598225931923644	-0.10400528843084078	-0.3578995483841497
tgoln2	-35.19611920788934	34.17469867681394	15.340819184075777	-74.65099504978102	16.02261804495368	-0.07189031075546948	4.918500091796807
arhgap30	-67.22130422002571	7.3767807659822395	37.2725458695692	-126.21696922257972	-107.12044013898169	-0.08480522221155037	75.33266860043909
cd79b	478.6883644630127	-6.780405740875583	25.413701165272954	-10.865043726616486	-17.2208753848274	-0.0072328675554096606	-3.3347296628818532
cd9	-1.5928891950645125	-0.21002795872858615	-0.8570608278440046	4.110759761114643	-0.7134063319428756	34.476131384215435	-0.6820535371857291
cd22	141.54982506209672	-0.6654685232912063	-0.43831539986375256	0.5040564551929493	-0.7280470662886007	0.015793558889092053	-0.043676586079320796
cd6	-4.969119024527321	-1.048507467694242	0.10009473208935987	146.81137325439556	61.734004894469464	0.0	-11.337765145540839
cd82	85.31682987195323	5.315066885783152	-1.9392259677130022	-0.29093294529580926	-13.530571571834395	3.6052778684971227	-0.9541375907128947
cd40	69.18583217592847	-2.575761352875741	0.6968199744845927	-0.9786165634407402	-0.09046260955941986	0.05163483049863565	-0.33693857794589605
cd99l2	0.08900967021961172	0.5315014327479978	0.29562783981801327	0.09875499393230627	0.39277779485001707	0.0007199188081695224	-1.2485354032862859
cd40lg	0.11140339964514996	-0.158393722057902	-0.01716942606952564	72.4728239570924	-5.1584981956780105	-0.0024791062587148365	-0.45429985393871997
cd79a	882.4363738063313	-10.021024774308865	0.14501201724115337	-10.378696671790966	-2.3580430646153894	-0.0010367379184713645	-0.7837451758847966
cd33	-0.3635269470779526	20.249195453404084	-7.656721526693847	-0.17597585590661743	-0.396206188388766	0.19358359523978638	-0.004596445003762006
cd5	-1.8872634574623848	-1.0875263914728275	0.38343568645492154	85.564604892923	22.987957015881452	-0.002313289085623773	-1.1687282985093375
cd69	110.01564526916798	0.42807596523583985	-5.069427366193439	79.50315620435063	-10.889782745146569	-0.4293821381264878	5.83292784491972
cd83	119.11784401914875	0.8747529104885208	6.9484958529019725	-4.092627124167452	-2.8917174081164756	-0.05977029291280703	-1.3231549332355446
cd86	-5.782131069974394	-23.501303059726965	24.9346800394418	-0.16227385063354197	0.08731524308585817	0.29461160206726855	-0.009969487549896655
cd58	0.4425882751787482	8.88209856737112	-3.6447359089458735	1.2099985697499587	-7.794419582915983	0.014238239015366805	1.1522417958331626
cd2	-3.932169463897005	1.072669983547102	-0.0287874237212837	158.8710562202298	128.53128757161386	-0.1184439120194474	-44.86932448625882
cd48	80.3890359963529	-34.6392551728859	-8.078909085786304	244.64048234878658	21.450655954747578	-0.8090813669944961	-43.59105647027405
cd274	0.06326397973597725	-0.002418561136816244	-0.00019153771407253906	-0.15354941993813748	1.2050224684348003	0.0	-0.23413908416671222
cd80	0.5852637066684938	0.0018010254501908765	0.0	-0.059658856156028256	0.0	0.0	0.038617079123822534
cd36	-0.6826816449425736	134.59161449084675	-9.321185108978902	-0.4802520854630322	-0.19240547976865235	4.368460212782072	0.03802315767782798
cd27	5.271209313651262	-0.47938702890625057	-0.3368088030102021	101.52384170797318	43.140366443997	0.015682397833038427	-2.0531376995281594
cd226	-1.3634792016463402	-0.23445887322570924	-0.034201140700296985	25.21861744964419	-32.112185782638996	0.08325812254502554	11.718977308854857
cd96	-6.131531510802233	2.014817332243842	-0.5451706992370271	156.68192717499164	-0.8513968942567944	0.0	-22.160389323359826
cd1d	-0.552224169036698	24.28993469309472	-1.9464608934263592	0.01448870016896228	0.021184977936762165	0.015115616301104131	-0.008695781884711507
cd200r1	0.08699297935610448	0.36130984834959234	0.031138287295184697	0.48135272628383524	-0.8347501441857758	0.0	0.0
cd300c	-0.046998179421287915	0.3093485791427743	5.233077400232707	-0.009405471957910118	0.0013589046688411884	0.0	-0.08436998441024551
cd300a	-2.2535231912843807	1.039506461985893	9.356047163936811	-18.1654560412679	5.7392876834825675	-0.013713587702867463	95.86771257421202
cd19	64.370435620081	0.6136486359285525	-0.11870452359328906	-0.21159126625602828	-0.17554282887513906	0.0	-0.10668993527104256
cd163	-0.03246065297029336	61.47206515283226	0.025073268683787907	-0.0005989979848523494	-0.05620917198892152	0.03737362518952445	-0.03064649148786458
cd300lf	-0.036980236218504825	1.3668648196546223	20.1056948807076	-0.1218122621844341	0.0009580627923216635	-0.0039877561230749715	-0.026435479931091563
cd81-as1	-0.03193840813597516	0.0	0.0	0.05892939369611695	0.0	0.0	0.0
cd24	86.80891680360556	0.18084896387337543	-0.07534020665145737	-0.49964295718118973	-0.11611055600810037	0.0	-0.13202283698486864
